Gene	Jaccard Index
ENSG00000292344	0.47619047619047616
ENSG00000292358	1.0
ENSG00000292327	0.0
ENSG00000292354	1.0
ENSG00000292363	1.0
ENSG00000292357	0.5814641405342625
ENSG00000292332	0.3333333333333333
ENSG00000292334	1.0
ENSG00000292339	1.0
ENSG00000292333	0.0
ENSG00000292343	0.7708333333333334
ENSG00000292336	0.5
ENSG00000292338	0.18253968253968256
ENSG00000292345	0.06557377049180328
ENSG00000292348	0.4
ENSG00000184895	1.0
ENSG00000129824	1.0
ENSG00000067646	0.25309352842884886
ENSG00000176679	1.0
ENSG00000099715	0.7142857142857143
ENSG00000168757	0.3333333333333333
ENSG00000099721	0.896551724137931
ENSG00000092377	0.0
ENSG00000233803	0.5632183908045977
ENSG00000229549	0.5632183908045977
ENSG00000228927	1.0
ENSG00000258992	1.0
ENSG00000238074	1.0
ENSG00000236424	1.0
ENSG00000114374	0.0
ENSG00000067048	0.5600835945663531
ENSG00000183878	0.5677243650990734
ENSG00000154620	1.0
ENSG00000129864	1.0
ENSG00000129862	1.0
ENSG00000165246	0.3779346622369878
ENSG00000129873	1.0
ENSG00000182415	1.0
ENSG00000172468	0.3333333333333333
ENSG00000169953	0.3333333333333333
ENSG00000012817	0.4472221223273117
ENSG00000198692	1.0
ENSG00000280969	1.0
ENSG00000242875	1.0
ENSG00000234414	1.0
ENSG00000244395	0.06666666666666667
ENSG00000242389	0.06666666666666667
ENSG00000169807	1.0
ENSG00000169800	1.0
ENSG00000226941	1.0
ENSG00000169789	1.0
ENSG00000183753	1.0
ENSG00000188120	0.9920634920634921
ENSG00000205944	0.9920634920634921
ENSG00000172352	1.0
ENSG00000183795	1.0
ENSG00000187191	1.0
ENSG00000205916	0.9936224489795915
ENSG00000185894	1.0
ENSG00000172288	1.0
ENSG00000292366	0.3218390804597701
ENSG00000292373	0.0
ENSG00000292372	1.0
ENSG00000182378	0.47619047619047616
ENSG00000178605	1.0
ENSG00000167393	0.0
ENSG00000185960	1.0
ENSG00000205755	1.0
ENSG00000198223	0.5814641405342625
ENSG00000185291	0.3333333333333333
ENSG00000169100	1.0
ENSG00000169093	1.0
ENSG00000182162	0.0
ENSG00000197976	0.7708333333333334
ENSG00000196433	0.5
ENSG00000169084	0.18253968253968256
ENSG00000214717	0.06557377049180328
ENSG00000002586	0.4
ENSG00000124343	0.3026315789473684
ENSG00000056998	0.46315789473684205
ENSG00000006756	0.0
ENSG00000157399	0.466948051948052
ENSG00000205667	1.0
ENSG00000062096	1.0
ENSG00000101825	1.0
ENSG00000183943	1.0
ENSG00000146938	0.17708433119392022
ENSG00000169059	1.0
ENSG00000130021	0.5757575757575757
ENSG00000101846	0.1
ENSG00000182583	0.5
ENSG00000006757	0.9800995024875622
ENSG00000177504	1.0
ENSG00000205642	1.0
ENSG00000011201	1.0
ENSG00000183304	1.0
ENSG00000177138	0.9761904761904762
ENSG00000101849	0.42857142857142855
ENSG00000101850	0.273224043715847
ENSG00000146950	0.3787101787101787
ENSG00000234469	1.0
ENSG00000047644	1.0
ENSG00000073464	0.4526315789473685
ENSG00000101871	0.424526535330486
ENSG00000291314	1.0
ENSG00000004961	1.0
ENSG00000047648	0.9178947368421053
ENSG00000125363	0.4511603375527426
ENSG00000005302	0.4521310644541346
ENSG00000169933	0.8429802955665028
ENSG00000101911	0.37222222222222223
ENSG00000196664	1.0
ENSG00000101916	1.0
ENSG00000205542	1.0
ENSG00000187268	0.007575757575757576
ENSG00000123594	1.0
ENSG00000198759	0.0
ENSG00000176896	0.0
ENSG00000123595	0.0
ENSG00000196459	1.0
ENSG00000046651	1.0
ENSG00000046653	0.2562334217506631
ENSG00000046647	1.0
ENSG00000101958	1.0
ENSG00000181544	0.77
ENSG00000130150	0.3333333333333333
ENSG00000102048	0.8372093023255814
ENSG00000165192	0.9607843137254902
ENSG00000165195	0.2737227684596106
ENSG00000165197	1.0
ENSG00000087842	1.0
ENSG00000102010	1.0
ENSG00000130234	0.6666666666666666
ENSG00000147003	1.0
ENSG00000169239	0.3333333333333333
ENSG00000169249	0.3292181069958848
ENSG00000182287	0.472566371681416
ENSG00000126010	1.0
ENSG00000182798	1.0
ENSG00000047230	0.7789473684210526
ENSG00000169906	1.0
ENSG00000169895	1.0
ENSG00000086712	1.0
ENSG00000102054	0.4642857142857143
ENSG00000169891	0.5116279069767442
ENSG00000188158	0.4612244897959183
ENSG00000047634	0.3333333333333333
ENSG00000131831	0.3333333333333333
ENSG00000177324	0.8333333333333334
ENSG00000102098	0.21631205673758866
ENSG00000008086	0.3495767301390478
ENSG00000102104	1.0
ENSG00000086717	0.5395408163265306
ENSG00000044446	1.0
ENSG00000173698	0.9109848484848485
ENSG00000131828	0.9283018867924528
ENSG00000180815	1.0
ENSG00000147010	0.6177569683507863
ENSG00000173681	0.32
ENSG00000184368	1.0
ENSG00000173674	0.95
ENSG00000177189	0.4026432992075886
ENSG00000149970	0.42196588225002185
ENSG00000185915	1.0
ENSG00000091482	1.0
ENSG00000012174	1.0
ENSG00000230797	1.0
ENSG00000102172	0.3333333333333333
ENSG00000102174	0.18933333333333335
ENSG00000175809	1.0
ENSG00000184735	1.0
ENSG00000165186	0.0
ENSG00000123131	0.21358024691358027
ENSG00000123130	0.4234485815602837
ENSG00000130066	0.3382352941176471
ENSG00000288706	1.0
ENSG00000184831	0.5024390243902439
ENSG00000165182	1.0
ENSG00000174010	1.0
ENSG00000130741	0.0
ENSG00000005889	0.45840220385674935
ENSG00000223611	1.0
ENSG00000223731	1.0
ENSG00000067992	1.0
ENSG00000102230	0.949367088607595
ENSG00000101868	0.3333333333333333
ENSG00000004848	0.0
ENSG00000176774	1.0
ENSG00000232030	1.0
ENSG00000176746	1.0
ENSG00000188408	1.0
ENSG00000224960	1.0
ENSG00000189186	0.0
ENSG00000177689	1.0
ENSG00000226372	1.0
ENSG00000169306	1.0
ENSG00000099399	1.0
ENSG00000198798	1.0
ENSG00000120289	1.0
ENSG00000214107	1.0
ENSG00000169297	0.0783132530120482
ENSG00000120280	1.0
ENSG00000198814	0.4562507534659434
ENSG00000157625	1.0
ENSG00000132446	1.0
ENSG00000198947	0.2519327783279831
ENSG00000185448	1.0
ENSG00000147027	1.0
ENSG00000189132	1.0
ENSG00000189023	0.0
ENSG00000165164	0.1691176470588235
ENSG00000249467	1.0
ENSG00000198173	1.0
ENSG00000130962	0.2916666666666667
ENSG00000147036	1.0
ENSG00000047597	1.0
ENSG00000165168	0.917098445595855
